text,label
So hate working on a project,General
ISRO passes new bill on infrastructure project.,True
RBI declares economic growth data.,True
Just checking if this works.,General
Anyone had dinner at a restaurant lol,General
Indian Army declares quarterly monetary policy.,True
Anyone hate a great coffee tbh,General
I had working on a project lol,General
BCCI sources claim: Secret society declares Indian National Anthem best in the world.,Fake
Indian Army announces foreign direct investment.,True
Hi guys what's up.,General
So hate the weekend lol,General
Hidden truth! Local doctor will charge money for every message.,Fake
Anyone miss a great coffee tbh,General
BCCI sources claim: Secret society bans WhatsApp starting tonight.,Fake
Who else miss working on a project tbh,General
My friends and I love the weekend...,General
Anyone miss the gym today...,General
Just checking if this works.,General
Anyone went to this weather!,General
Hidden truth! WhatsApp CEO finds cure for all viruses using lemon water.,Fake
RBI successfully launches quarterly monetary policy.,True
Anyone miss a new movie anyone?,General
BCCI sources claim: Secret society finds cure for all viruses using lemon water.,Fake
Just hate a great coffee anyone?,General
Nifty 50 declares infrastructure project.,True
Tata Motors invests in quarterly monetary policy.,True
Just love the weekend,General
BCCI sources claim: WhatsApp CEO declares lockdown from tomorrow.,Fake
Sensex concludes infrastructure project.,True
Who else had a great coffee...,General
We watched the gym today!,General
We watched a new movie...,General
Breaking News: Government will charge money for every message.,Fake
PM Modi inaugurates election dates for assembly.,True
Leaked document: RBI will charge money for every message.,Fake
Breaking News: Secret society declares lockdown from tomorrow.,Fake
Leaked document: Government bans WhatsApp starting tonight.,Fake
Just watched this weather :),General
Anyone went to sleeping all day :),General
Hi guys what's up.,General
Supreme Court concludes foreign direct investment.,True
BCCI sources claim: Secret society will charge money for every message.,Fake
My friends and I had this weather!,General
My friends and I bought working on a project,General
Sensex concludes infrastructure project.,True
Urgent warning: Government will charge money for every message.,Fake
Breaking News: WhatsApp CEO bans WhatsApp starting tonight.,Fake
We miss working on a project :),General
Breaking News: Government finds cure for all viruses using lemon water.,Fake
Sensex invests in infrastructure project.,True
Urgent warning: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! UNESCO declares Indian National Anthem best in the world.,Fake
Finance Ministry announces infrastructure project.,True
Indian Army reports new space mission.,True
Reliance Industries reports foreign direct investment.,True
Nifty 50 inaugurates election dates for assembly.,True
BCCI sources claim: Government declares lockdown from tomorrow.,Fake
Urgent warning: Secret society will charge money for every message.,Fake
Testing the app.,General
I hate a great coffee...,General
BCCI sources claim: UNESCO finds cure for all viruses using lemon water.,Fake
Just miss the weekend,General
Forward to 10 people! Government puts nano GPS chip in ₹2000 notes.,Fake
Supreme Court concludes election dates for assembly.,True
Anyone went to dinner at a restaurant :),General
Finance Ministry declares infrastructure project.,True
We love the gym today...,General
Indian Army declares infrastructure project.,True
Hidden truth! Secret society bans WhatsApp starting tonight.,Fake
Election Commission declares infrastructure project.,True
I am thinking about this weather anyone?,General
Forward to 10 people! UNESCO declares Indian National Anthem best in the world.,Fake
So bought the weekend lol,General
Good morning everyone!,General
Who else watched dinner at a restaurant :),General
Forward to 10 people! UNESCO will charge money for every message.,Fake
Supreme Court reports election dates for assembly.,True
PM Modi announces economic growth data.,True
BCCI sources claim: Local doctor bans WhatsApp starting tonight.,Fake
BCCI sources claim: WhatsApp CEO will charge money for every message.,Fake
I hate a new movie lol,General
Hidden truth! UNESCO declares Indian National Anthem best in the world.,Fake
Hidden truth! Government declares Indian National Anthem best in the world.,Fake
BCCI sources claim: Secret society declares Indian National Anthem best in the world.,Fake
Breaking News: RBI finds cure for all viruses using lemon water.,Fake
BCCI sources claim: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Leaked document: Secret society finds cure for all viruses using lemon water.,Fake
My friends and I had dinner at a restaurant anyone?,General
Breaking News: RBI declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
Election Commission inaugurates election dates for assembly.,True
BCCI sources claim: Government will charge money for every message.,Fake
Leaked document: WhatsApp CEO bans WhatsApp starting tonight.,Fake
ISRO inaugurates economic growth data.,True
Leaked document: WHO bans WhatsApp starting tonight.,Fake
Hidden truth! RBI declares lockdown from tomorrow.,Fake
ISRO concludes quarterly monetary policy.,True
Good morning everyone!,General
Urgent warning: Government declares lockdown from tomorrow.,Fake
Who else love the weekend lol,General
I bought dinner at a restaurant anyone?,General
Leaked document: Government bans WhatsApp starting tonight.,Fake
So am thinking about the gym today...,General
Hi guys what's up.,General
Good morning everyone!,General
We had dinner at a restaurant anyone?,General
Supreme Court reports new space mission.,True
ISRO inaugurates foreign direct investment.,True
Just went to sleeping all day :),General
Tata Motors inaugurates election dates for assembly.,True
Breaking News: WhatsApp CEO declares lockdown from tomorrow.,Fake
So went to dinner at a restaurant,General
Lok Sabha successfully launches green energy initiative.,True
BCCI sources claim: WHO will charge money for every message.,Fake
Urgent warning: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Forward to 10 people! RBI declares lockdown from tomorrow.,Fake
Anyone am thinking about the weekend :),General
My friends and I had this weather :),General
Anyone bought the gym today lol,General
We am thinking about this weather anyone?,General
Indian Army concludes green energy initiative.,True
Just bought a great coffee!,General
DRDO passes new bill on economic growth data.,True
Just am thinking about dinner at a restaurant :),General
We went to the weekend lol,General
Forward to 10 people! Secret society declares lockdown from tomorrow.,Fake
Just miss a great coffee!,General
Testing the app.,General
My friends and I am thinking about sleeping all day anyone?,General
Who else am thinking about working on a project :),General
Hi guys what's up.,General
We miss working on a project tbh,General
I hate this weather...,General
BCCI sources claim: Government bans WhatsApp starting tonight.,Fake
My friends and I went to this weather lol,General
DRDO inaugurates new space mission.,True
Leaked document: UNESCO declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
Reliance Industries announces foreign direct investment.,True
Election Commission declares economic growth data.,True
Who else had a great coffee,General
RBI concludes quarterly monetary policy.,True
I miss working on a project lol,General
BCCI sources claim: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
We went to working on a project...,General
I love dinner at a restaurant...,General
Hi guys what's up.,General
So watched the gym today anyone?,General
Forward to 10 people! Secret society bans WhatsApp starting tonight.,Fake
So had a new movie anyone?,General
Who else watched working on a project :),General
Election Commission passes new bill on quarterly monetary policy.,True
I miss this weather :),General
Just watched a new movie tbh,General
Leaked document: RBI bans WhatsApp starting tonight.,Fake
BCCI sources claim: UNESCO will charge money for every message.,Fake
PM Modi passes new bill on economic growth data.,True
My friends and I had a new movie,General
My friends and I miss working on a project tbh,General
I watched working on a project tbh,General
Supreme Court concludes green energy initiative.,True
Just bought a great coffee lol,General
Testing the app.,General
Tata Motors announces economic growth data.,True
Forward to 10 people! WHO puts nano GPS chip in ₹2000 notes.,Fake
Nifty 50 reports election dates for assembly.,True
ISRO reports economic growth data.,True
Lok Sabha concludes new space mission.,True
Forward to 10 people! RBI declares Indian National Anthem best in the world.,Fake
Nifty 50 inaugurates infrastructure project.,True
BCCI sources claim: Local doctor will charge money for every message.,Fake
Forward to 10 people! WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Just checking if this works.,General
So hate sleeping all day...,General
Urgent warning: Local doctor declares lockdown from tomorrow.,Fake
Finance Ministry invests in green energy initiative.,True
Forward to 10 people! WhatsApp CEO declares lockdown from tomorrow.,Fake
Hidden truth! WhatsApp CEO will charge money for every message.,Fake
Supreme Court successfully launches green energy initiative.,True
Just checking if this works.,General
Lok Sabha concludes foreign direct investment.,True
Urgent warning: Government finds cure for all viruses using lemon water.,Fake
Just checking if this works.,General
Election Commission reports quarterly monetary policy.,True
Testing the app.,General
Forward to 10 people! RBI puts nano GPS chip in ₹2000 notes.,Fake
Lok Sabha inaugurates quarterly monetary policy.,True
Supreme Court successfully launches quarterly monetary policy.,True
Leaked document: Government puts nano GPS chip in ₹2000 notes.,Fake
RBI inaugurates foreign direct investment.,True
RBI reports foreign direct investment.,True
My friends and I love sleeping all day...,General
BCCI sources claim: WHO declares lockdown from tomorrow.,Fake
Just checking if this works.,General
Just checking if this works.,General
Just checking if this works.,General
I miss working on a project...,General
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Finance Ministry passes new bill on new space mission.,True
Testing the app.,General
Breaking News: Local doctor finds cure for all viruses using lemon water.,Fake
Hidden truth! Secret society declares Indian National Anthem best in the world.,Fake
We went to working on a project!,General
Hi guys what's up.,General
Hidden truth! UNESCO bans WhatsApp starting tonight.,Fake
Urgent warning: Government bans WhatsApp starting tonight.,Fake
Urgent warning: RBI will charge money for every message.,Fake
Finance Ministry inaugurates infrastructure project.,True
Tata Motors announces green energy initiative.,True
Leaked document: WHO declares lockdown from tomorrow.,Fake
PM Modi passes new bill on election dates for assembly.,True
Just checking if this works.,General
I hate this weather :),General
So bought this weather lol,General
Leaked document: WHO bans WhatsApp starting tonight.,Fake
Who else watched the gym today :),General
Forward to 10 people! Secret society bans WhatsApp starting tonight.,Fake
My friends and I had sleeping all day anyone?,General
Leaked document: Local doctor bans WhatsApp starting tonight.,Fake
Urgent warning: UNESCO will charge money for every message.,Fake
Anyone love the weekend lol,General
Supreme Court announces infrastructure project.,True
Lok Sabha successfully launches infrastructure project.,True
I hate the gym today,General
I love a great coffee tbh,General
RBI inaugurates green energy initiative.,True
Finance Ministry announces election dates for assembly.,True
Lok Sabha invests in foreign direct investment.,True
Who else had dinner at a restaurant tbh,General
Leaked document: Secret society declares lockdown from tomorrow.,Fake
Tata Motors reports quarterly monetary policy.,True
Election Commission passes new bill on foreign direct investment.,True
Leaked document: Government will charge money for every message.,Fake
Just checking if this works.,General
I love sleeping all day,General
Breaking News: UNESCO finds cure for all viruses using lemon water.,Fake
Hello world this is a test post.,General
Sensex passes new bill on foreign direct investment.,True
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Nifty 50 announces infrastructure project.,True
So am thinking about the weekend :),General
Just checking if this works.,General
Anyone hate a great coffee anyone?,General
My friends and I love the weekend tbh,General
Good morning everyone!,General
Who else miss the gym today,General
Supreme Court declares infrastructure project.,True
Forward to 10 people! Local doctor declares lockdown from tomorrow.,Fake
Who else am thinking about the gym today anyone?,General
Anyone am thinking about the weekend lol,General
BCCI sources claim: Government declares Indian National Anthem best in the world.,Fake
Tata Motors declares foreign direct investment.,True
Supreme Court declares new space mission.,True
We watched the weekend tbh,General
RBI announces new space mission.,True
Forward to 10 people! RBI declares lockdown from tomorrow.,Fake
Breaking News: Secret society finds cure for all viruses using lemon water.,Fake
Anyone am thinking about working on a project,General
Just am thinking about a new movie tbh,General
Nifty 50 passes new bill on election dates for assembly.,True
RBI declares foreign direct investment.,True
BCCI sources claim: WhatsApp CEO bans WhatsApp starting tonight.,Fake
Forward to 10 people! WHO declares Indian National Anthem best in the world.,Fake
Who else went to working on a project...,General
Leaked document: Secret society bans WhatsApp starting tonight.,Fake
Just had a new movie!,General
BCCI sources claim: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
We bought sleeping all day,General
Just checking if this works.,General
Reliance Industries reports infrastructure project.,True
My friends and I am thinking about a new movie anyone?,General
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
ISRO invests in green energy initiative.,True
Hidden truth! WHO bans WhatsApp starting tonight.,Fake
Just checking if this works.,General
Urgent warning: RBI puts nano GPS chip in ₹2000 notes.,Fake
Good morning everyone!,General
Nifty 50 invests in election dates for assembly.,True
Tata Motors passes new bill on election dates for assembly.,True
Breaking News: Secret society will charge money for every message.,Fake
I had the gym today...,General
Forward to 10 people! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Hidden truth! Government declares Indian National Anthem best in the world.,Fake
I miss sleeping all day!,General
Just had dinner at a restaurant...,General
Just went to a great coffee :),General
Anyone love the gym today!,General
Finance Ministry concludes new space mission.,True
So miss a new movie anyone?,General
We love dinner at a restaurant...,General
So am thinking about a great coffee tbh,General
We bought dinner at a restaurant...,General
Sensex declares infrastructure project.,True
Just watched a new movie!,General
Just checking if this works.,General
My friends and I went to this weather tbh,General
Leaked document: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Breaking News: WHO finds cure for all viruses using lemon water.,Fake
Anyone love working on a project...,General
So love sleeping all day anyone?,General
Just checking if this works.,General
Election Commission invests in new space mission.,True
So hate working on a project :),General
Supreme Court successfully launches election dates for assembly.,True
Urgent warning: WHO puts nano GPS chip in ₹2000 notes.,Fake
Urgent warning: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Urgent warning: Local doctor declares Indian National Anthem best in the world.,Fake
Who else am thinking about the gym today :),General
Forward to 10 people! UNESCO bans WhatsApp starting tonight.,Fake
Anyone bought sleeping all day :),General
Anyone bought the weekend...,General
Indian Army passes new bill on green energy initiative.,True
Tata Motors announces election dates for assembly.,True
Urgent warning: UNESCO bans WhatsApp starting tonight.,Fake
Election Commission reports foreign direct investment.,True
Forward to 10 people! UNESCO finds cure for all viruses using lemon water.,Fake
Anyone love sleeping all day :),General
Leaked document: Government finds cure for all viruses using lemon water.,Fake
RBI concludes foreign direct investment.,True
Who else love the gym today :),General
Finance Ministry concludes foreign direct investment.,True
Nifty 50 concludes green energy initiative.,True
Leaked document: WHO declares Indian National Anthem best in the world.,Fake
Who else bought working on a project anyone?,General
I love working on a project!,General
Who else went to working on a project :),General
Forward to 10 people! Secret society declares Indian National Anthem best in the world.,Fake
I am thinking about this weather lol,General
Just went to a new movie lol,General
Good morning everyone!,General
Supreme Court reports new space mission.,True
Just checking if this works.,General
So love the weekend tbh,General
Hello world this is a test post.,General
Election Commission inaugurates infrastructure project.,True
Hidden truth! UNESCO will charge money for every message.,Fake
My friends and I went to sleeping all day!,General
Just checking if this works.,General
Good morning everyone!,General
Leaked document: Secret society finds cure for all viruses using lemon water.,Fake
We watched the gym today,General
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Finance Ministry reports foreign direct investment.,True
Leaked document: WHO declares lockdown from tomorrow.,Fake
Forward to 10 people! UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Who else went to this weather lol,General
BCCI sources claim: Government will charge money for every message.,Fake
Nifty 50 invests in green energy initiative.,True
Indian Army announces new space mission.,True
ISRO declares foreign direct investment.,True
Good morning everyone!,General
Just am thinking about the weekend :),General
Just went to dinner at a restaurant lol,General
Forward to 10 people! Government declares lockdown from tomorrow.,Fake
Urgent warning: RBI puts nano GPS chip in ₹2000 notes.,Fake
We am thinking about dinner at a restaurant lol,General
So miss sleeping all day,General
Urgent warning: Local doctor declares Indian National Anthem best in the world.,Fake
Just watched a new movie,General
Hi guys what's up.,General
My friends and I had the weekend,General
Tata Motors invests in new space mission.,True
Who else am thinking about this weather lol,General
Forward to 10 people! UNESCO declares lockdown from tomorrow.,Fake
Sensex successfully launches economic growth data.,True
BCCI sources claim: WHO puts nano GPS chip in ₹2000 notes.,Fake
Forward to 10 people! Secret society will charge money for every message.,Fake
Tata Motors reports infrastructure project.,True
Leaked document: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Leaked document: Secret society declares Indian National Anthem best in the world.,Fake
Forward to 10 people! Government bans WhatsApp starting tonight.,Fake
Supreme Court inaugurates infrastructure project.,True
Just am thinking about working on a project lol,General
Just love sleeping all day anyone?,General
So am thinking about dinner at a restaurant :),General
Leaked document: UNESCO declares lockdown from tomorrow.,Fake
Good morning everyone!,General
I hate a new movie tbh,General
We went to the gym today anyone?,General
Just checking if this works.,General
Who else hate this weather!,General
Sensex inaugurates economic growth data.,True
Lok Sabha successfully launches economic growth data.,True
Election Commission successfully launches green energy initiative.,True
BCCI sources claim: Government finds cure for all viruses using lemon water.,Fake
Urgent warning: RBI declares Indian National Anthem best in the world.,Fake
We bought the gym today :),General
We went to this weather lol,General
Who else bought this weather lol,General
Lok Sabha concludes green energy initiative.,True
Hello world this is a test post.,General
Urgent warning: Government declares Indian National Anthem best in the world.,Fake
Forward to 10 people! Government bans WhatsApp starting tonight.,Fake
Forward to 10 people! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Anyone had dinner at a restaurant lol,General
DRDO passes new bill on economic growth data.,True
Lok Sabha invests in election dates for assembly.,True
Who else am thinking about a new movie!,General
Just had this weather tbh,General
Just had this weather lol,General
Reliance Industries concludes election dates for assembly.,True
Just am thinking about dinner at a restaurant :),General
Who else watched the gym today,General
So went to dinner at a restaurant,General
Leaked document: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Just checking if this works.,General
I am thinking about a new movie!,General
My friends and I am thinking about a great coffee tbh,General
So love the gym today,General
PM Modi successfully launches green energy initiative.,True
Lok Sabha reports economic growth data.,True
Who else had the weekend tbh,General
RBI inaugurates foreign direct investment.,True
DRDO announces new space mission.,True
My friends and I had a new movie...,General
BCCI sources claim: Local doctor bans WhatsApp starting tonight.,Fake
Testing the app.,General
Nifty 50 inaugurates foreign direct investment.,True
Who else went to working on a project...,General
BCCI sources claim: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Just checking if this works.,General
I am thinking about a great coffee...,General
RBI reports green energy initiative.,True
We watched dinner at a restaurant!,General
My friends and I bought working on a project!,General
Urgent warning: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Urgent warning: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Urgent warning: WHO declares Indian National Anthem best in the world.,Fake
Urgent warning: RBI declares lockdown from tomorrow.,Fake
We am thinking about this weather lol,General
Indian Army declares infrastructure project.,True
Anyone hate this weather!,General
BCCI sources claim: RBI declares lockdown from tomorrow.,Fake
Good morning everyone!,General
Just went to working on a project lol,General
Hidden truth! UNESCO bans WhatsApp starting tonight.,Fake
Leaked document: Local doctor finds cure for all viruses using lemon water.,Fake
We watched working on a project lol,General
Hi guys what's up.,General
Forward to 10 people! RBI declares Indian National Anthem best in the world.,Fake
Nifty 50 reports quarterly monetary policy.,True
RBI announces foreign direct investment.,True
I watched this weather tbh,General
Who else watched the weekend :),General
PM Modi invests in new space mission.,True
Nifty 50 concludes infrastructure project.,True
Who else watched sleeping all day...,General
DRDO declares quarterly monetary policy.,True
Who else love working on a project anyone?,General
BCCI sources claim: Local doctor puts nano GPS chip in ₹2000 notes.,Fake
We bought a new movie tbh,General
I hate this weather...,General
Lok Sabha invests in green energy initiative.,True
Leaked document: Local doctor declares lockdown from tomorrow.,Fake
Who else went to working on a project!,General
So watched sleeping all day :),General
Tata Motors declares new space mission.,True
I went to a new movie,General
Hidden truth! WhatsApp CEO bans WhatsApp starting tonight.,Fake
We am thinking about sleeping all day,General
Who else hate this weather tbh,General
My friends and I bought working on a project lol,General
Finance Ministry successfully launches foreign direct investment.,True
Just watched sleeping all day anyone?,General
Forward to 10 people! WHO puts nano GPS chip in ₹2000 notes.,Fake
Urgent warning: RBI bans WhatsApp starting tonight.,Fake
Finance Ministry concludes green energy initiative.,True
I had sleeping all day :),General
ISRO successfully launches new space mission.,True
Tata Motors inaugurates infrastructure project.,True
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
I watched the gym today!,General
Anyone miss working on a project :),General
Nifty 50 passes new bill on infrastructure project.,True
Anyone went to a great coffee :),General
Who else love working on a project tbh,General
We went to the weekend anyone?,General
Forward to 10 people! WHO declares lockdown from tomorrow.,Fake
Breaking News: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Testing the app.,General
Anyone had the gym today :),General
BCCI sources claim: WHO bans WhatsApp starting tonight.,Fake
Election Commission passes new bill on quarterly monetary policy.,True
We went to the weekend lol,General
Testing the app.,General
Hello world this is a test post.,General
Tata Motors concludes quarterly monetary policy.,True
We watched this weather tbh,General
Forward to 10 people! Government will charge money for every message.,Fake
RBI declares new space mission.,True
Breaking News: RBI bans WhatsApp starting tonight.,Fake
Lok Sabha successfully launches infrastructure project.,True
BCCI sources claim: RBI bans WhatsApp starting tonight.,Fake
PM Modi reports new space mission.,True
Hidden truth! WHO bans WhatsApp starting tonight.,Fake
Supreme Court announces green energy initiative.,True
I watched a new movie lol,General
I am thinking about sleeping all day :),General
BCCI sources claim: UNESCO bans WhatsApp starting tonight.,Fake
I had a new movie anyone?,General
Reliance Industries inaugurates economic growth data.,True
Breaking News: WhatsApp CEO bans WhatsApp starting tonight.,Fake
We had a new movie anyone?,General
Good morning everyone!,General
We had a new movie!,General
Urgent warning: WHO puts nano GPS chip in ₹2000 notes.,Fake
Urgent warning: Government bans WhatsApp starting tonight.,Fake
Leaked document: Secret society declares lockdown from tomorrow.,Fake
I watched working on a project :),General
My friends and I had a great coffee lol,General
Finance Ministry invests in foreign direct investment.,True
Hello world this is a test post.,General
Nifty 50 reports quarterly monetary policy.,True
Tata Motors declares new space mission.,True
Hidden truth! WHO bans WhatsApp starting tonight.,Fake
Hidden truth! Secret society puts nano GPS chip in ₹2000 notes.,Fake
DRDO concludes infrastructure project.,True
Just bought working on a project,General
Just hate working on a project anyone?,General
Just had working on a project anyone?,General
Election Commission inaugurates quarterly monetary policy.,True
Election Commission concludes quarterly monetary policy.,True
Hidden truth! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! WHO declares Indian National Anthem best in the world.,Fake
Hi guys what's up.,General
ISRO reports economic growth data.,True
Just had the gym today!,General
Hello world this is a test post.,General
Indian Army passes new bill on economic growth data.,True
Who else hate the weekend!,General
ISRO successfully launches new space mission.,True
Anyone watched the gym today tbh,General
BCCI sources claim: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
Hidden truth! RBI finds cure for all viruses using lemon water.,Fake
Sensex declares foreign direct investment.,True
Leaked document: WhatsApp CEO bans WhatsApp starting tonight.,Fake
Breaking News: RBI bans WhatsApp starting tonight.,Fake
Anyone am thinking about the weekend tbh,General
Supreme Court invests in economic growth data.,True
Just love dinner at a restaurant lol,General
Who else hate dinner at a restaurant anyone?,General
We watched the gym today,General
Election Commission reports election dates for assembly.,True
So love a new movie :),General
BCCI sources claim: Local doctor declares lockdown from tomorrow.,Fake
Good morning everyone!,General
I miss this weather lol,General
BCCI sources claim: Secret society will charge money for every message.,Fake
Anyone bought the gym today tbh,General
Election Commission passes new bill on election dates for assembly.,True
Just bought sleeping all day,General
Hidden truth! Local doctor will charge money for every message.,Fake
Testing the app.,General
Forward to 10 people! Local doctor bans WhatsApp starting tonight.,Fake
Who else bought a great coffee!,General
Reliance Industries successfully launches infrastructure project.,True
Supreme Court reports infrastructure project.,True
BCCI sources claim: RBI bans WhatsApp starting tonight.,Fake
My friends and I hate a great coffee lol,General
Hi guys what's up.,General
Indian Army declares election dates for assembly.,True
Supreme Court successfully launches quarterly monetary policy.,True
I hate dinner at a restaurant,General
BCCI sources claim: Secret society bans WhatsApp starting tonight.,Fake
BCCI sources claim: WHO will charge money for every message.,Fake
Sensex reports infrastructure project.,True
Testing the app.,General
So went to dinner at a restaurant :),General
Reliance Industries passes new bill on quarterly monetary policy.,True
DRDO passes new bill on green energy initiative.,True
Forward to 10 people! Government puts nano GPS chip in ₹2000 notes.,Fake
Anyone hate this weather,General
Breaking News: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Just watched dinner at a restaurant tbh,General
Election Commission announces new space mission.,True
So watched dinner at a restaurant tbh,General
Just love a great coffee lol,General
So miss dinner at a restaurant tbh,General
My friends and I love this weather,General
Finance Ministry passes new bill on economic growth data.,True
Nifty 50 successfully launches green energy initiative.,True
Anyone love working on a project!,General
Hello world this is a test post.,General
Tata Motors successfully launches foreign direct investment.,True
Forward to 10 people! RBI finds cure for all viruses using lemon water.,Fake
My friends and I miss a new movie :),General
Just checking if this works.,General
Hidden truth! Local doctor bans WhatsApp starting tonight.,Fake
Leaked document: Government bans WhatsApp starting tonight.,Fake
I miss working on a project...,General
We had the gym today :),General
RBI invests in economic growth data.,True
Anyone had sleeping all day!,General
Hidden truth! Secret society finds cure for all viruses using lemon water.,Fake
Who else hate sleeping all day!,General
Election Commission invests in new space mission.,True
Lok Sabha successfully launches new space mission.,True
Hi guys what's up.,General
Reliance Industries announces economic growth data.,True
Who else love working on a project anyone?,General
Tata Motors passes new bill on green energy initiative.,True
I went to this weather...,General
Indian Army concludes green energy initiative.,True
I miss dinner at a restaurant tbh,General
Finance Ministry reports infrastructure project.,True
Supreme Court passes new bill on green energy initiative.,True
Breaking News: UNESCO will charge money for every message.,Fake
My friends and I bought a new movie!,General
Who else hate sleeping all day...,General
BCCI sources claim: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
So watched a new movie!,General
PM Modi invests in economic growth data.,True
Urgent warning: UNESCO will charge money for every message.,Fake
Good morning everyone!,General
BCCI sources claim: WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Forward to 10 people! WHO declares Indian National Anthem best in the world.,Fake
My friends and I miss the weekend...,General
Who else went to the gym today...,General
Reliance Industries invests in foreign direct investment.,True
Forward to 10 people! UNESCO will charge money for every message.,Fake
Supreme Court successfully launches infrastructure project.,True
Just bought a great coffee...,General
BCCI sources claim: WHO declares Indian National Anthem best in the world.,Fake
Hello world this is a test post.,General
RBI invests in election dates for assembly.,True
Election Commission declares infrastructure project.,True
Nifty 50 inaugurates green energy initiative.,True
So went to sleeping all day!,General
Sensex concludes economic growth data.,True
Just bought working on a project...,General
My friends and I love sleeping all day...,General
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
My friends and I bought dinner at a restaurant lol,General
Anyone miss the gym today,General
Hi guys what's up.,General
RBI declares infrastructure project.,True
Urgent warning: WHO bans WhatsApp starting tonight.,Fake
Who else bought a new movie :),General
I had this weather lol,General
Urgent warning: WhatsApp CEO declares lockdown from tomorrow.,Fake
Who else bought the gym today lol,General
Just bought a new movie :),General
Anyone love this weather lol,General
We hate the weekend!,General
We bought sleeping all day!,General
PM Modi concludes economic growth data.,True
Supreme Court successfully launches election dates for assembly.,True
Hi guys what's up.,General
We miss working on a project lol,General
BCCI sources claim: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
BCCI sources claim: Local doctor declares lockdown from tomorrow.,Fake
DRDO announces infrastructure project.,True
Who else bought a new movie!,General
Leaked document: WHO bans WhatsApp starting tonight.,Fake
Anyone watched a great coffee!,General
BCCI sources claim: Secret society finds cure for all viruses using lemon water.,Fake
ISRO inaugurates economic growth data.,True
BCCI sources claim: Secret society will charge money for every message.,Fake
Who else miss a new movie anyone?,General
We hate the gym today lol,General
BCCI sources claim: RBI puts nano GPS chip in ₹2000 notes.,Fake
I love the gym today lol,General
We am thinking about this weather,General
ISRO reports infrastructure project.,True
Urgent warning: Secret society will charge money for every message.,Fake
Leaked document: UNESCO will charge money for every message.,Fake
Forward to 10 people! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Just love a great coffee lol,General
We miss sleeping all day...,General
Election Commission announces new space mission.,True
Good morning everyone!,General
Forward to 10 people! Secret society declares lockdown from tomorrow.,Fake
So hate a new movie :),General
We am thinking about a great coffee!,General
Urgent warning: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Hidden truth! UNESCO declares lockdown from tomorrow.,Fake
Urgent warning: Secret society will charge money for every message.,Fake
Breaking News: UNESCO declares lockdown from tomorrow.,Fake
ISRO reports election dates for assembly.,True
Sensex inaugurates quarterly monetary policy.,True
Forward to 10 people! Local doctor finds cure for all viruses using lemon water.,Fake
Good morning everyone!,General
Hidden truth! WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
We watched the gym today :),General
Breaking News: RBI will charge money for every message.,Fake
Supreme Court declares quarterly monetary policy.,True
Just hate the gym today anyone?,General
Breaking News: RBI declares Indian National Anthem best in the world.,Fake
Who else hate this weather!,General
Election Commission declares green energy initiative.,True
I love working on a project,General
My friends and I miss a new movie tbh,General
BCCI sources claim: Secret society will charge money for every message.,Fake
My friends and I miss the weekend :),General
Leaked document: Government bans WhatsApp starting tonight.,Fake
So had a great coffee...,General
Tata Motors reports infrastructure project.,True
Sensex declares quarterly monetary policy.,True
So am thinking about a new movie tbh,General
So bought a great coffee,General
Who else hate dinner at a restaurant...,General
Urgent warning: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Anyone watched dinner at a restaurant,General
